=== 지오코딩 실패 항목 리스트 (주소 검색 기준) ===
시도 횟수: 8724건 / 성공: 1264건 / 실패: 7460건
--------------------------------------------------------------------------------
행 0 | 도로명: 서울특별시 은평구 증산로3길 20 | 지번: nan | 사유: 검색 결과 없음
행 5207 | 도로명: 서울특별시 종로구 지봉로4길8-8 | 지번: 서울특별시 종로구 창신동 395-35 | 사유: 검색 결과 없음
행 5208 | 도로명: 서울특별시 종로구 지봉로55-2 | 지번: 서울특별시 종로구 창신동 79-2 | 사유: 검색 결과 없음
행 5209 | 도로명: 서울특별시 종로구 지봉로59-4 | 지번: 서울특별시 종로구 창신동 26-2 | 사유: 검색 결과 없음
행 5210 | 도로명: 서울특별시 종로구 지봉로5길 66-1 | 지번: 서울특별시 종로구 창신동 128-32 | 사유: 검색 결과 없음
행 5211 | 도로명: 서울특별시 종로구 지봉로5길10 | 지번: 서울특별시 종로구 창신동 232 | 사유: 검색 결과 없음
행 5212 | 도로명: 서울특별시 종로구 지봉로5길20 | 지번: 서울특별시 종로구 창신동 82 | 사유: 검색 결과 없음
행 5213 | 도로명: 서울특별시 종로구 지봉로5길20 | 지번: 서울특별시 종로구 창신동 107-1 | 사유: 검색 결과 없음
행 5214 | 도로명: 서울특별시 종로구 지봉로5길20 | 지번: 서울특별시 종로구 창신동 107-1 | 사유: 검색 결과 없음
행 5215 | 도로명: 서울특별시 종로구 지봉로5길24-1 | 지번: 서울특별시 종로구 창신동 107-1 | 사유: 검색 결과 없음
행 5216 | 도로명: 서울특별시 종로구 지봉로5길25 | 지번: 서울특별시 종로구 창신동 107-1 | 사유: 검색 결과 없음
행 5217 | 도로명: 서울특별시 종로구 지봉로5길27 | 지번: 서울특별시 종로구 창신동 107-1 | 사유: 검색 결과 없음
행 5218 | 도로명: 서울특별시 종로구 지봉로5길28-4 | 지번: 서울특별시 종로구 창신동 53-1 | 사유: 검색 결과 없음
행 5219 | 도로명: 서울특별시 종로구 지봉로5길33 | 지번: 서울특별시 종로구 창신동 107-1 | 사유: 검색 결과 없음
행 5220 | 도로명: 서울특별시 종로구 지봉로5길33 | 지번: 서울특별시 종로구 창신동 90 | 사유: 검색 결과 없음
행 5221 | 도로명: 서울특별시 종로구 지봉로5길35-2 | 지번: 서울특별시 종로구 창신동 107-1 | 사유: 검색 결과 없음
행 5222 | 도로명: 서울특별시 종로구 지봉로5길40 | 지번: 서울특별시 종로구 창신동 124 | 사유: 검색 결과 없음
행 5223 | 도로명: 서울특별시 종로구 지봉로5길41 | 지번: 서울특별시 종로구 창신동 115-7 | 사유: 검색 결과 없음
행 5224 | 도로명: 서울특별시 종로구 지봉로5길43 | 지번: 서울특별시 종로구 창신동 128-32 | 사유: 검색 결과 없음
행 5225 | 도로명: 서울특별시 종로구 지봉로5길47 | 지번: 서울특별시 종로구 창신동 128-32 | 사유: 검색 결과 없음
행 5226 | 도로명: 서울특별시 종로구 지봉로5길47 | 지번: 서울특별시 종로구 창신동 128-32 | 사유: 검색 결과 없음
행 5227 | 도로명: 서울특별시 종로구 지봉로5길5 | 지번: 서울특별시 종로구 창신동 237 | 사유: 검색 결과 없음
행 5228 | 도로명: 서울특별시 종로구 지봉로5길7-5 | 지번: 서울특별시 종로구 창신동 222-8 | 사유: 검색 결과 없음
행 5229 | 도로명: 서울특별시 종로구 지봉로5길7 | 지번: 서울특별시 종로구 창신동 232 | 사유: 검색 결과 없음
행 5230 | 도로명: 서울특별시 종로구 지봉로5길7 | 지번: 서울특별시 종로구 창신동 232 | 사유: 검색 결과 없음
행 5231 | 도로명: 서울특별시 종로구 지봉로5길8 | 지번: 서울특별시 종로구 창신동 74-1 | 사유: 검색 결과 없음
행 5232 | 도로명: 서울특별시 종로구 지봉로63 | 지번: 서울특별시 종로구 창신동 25-2 | 사유: 검색 결과 없음
행 5233 | 도로명: 서울특별시 종로구 지봉로7길12-3 | 지번: 서울특별시 종로구 창신동 73-1 | 사유: 검색 결과 없음
행 5234 | 도로명: 서울특별시 종로구 지봉로7길12-4 | 지번: 서울특별시 종로구 창신동 80-2 | 사유: 검색 결과 없음
행 5235 | 도로명: 서울특별시 종로구 지봉로7길12-4 | 지번: 서울특별시 종로구 창신동 74-1 | 사유: 검색 결과 없음
행 5236 | 도로명: 서울특별시 종로구 지봉로7길16 | 지번: 서울특별시 종로구 창신동 74-1 | 사유: 검색 결과 없음
행 5237 | 도로명: 서울특별시 종로구 지봉로7길17-2 | 지번: 서울특별시 종로구 창신동 74-1 | 사유: 검색 결과 없음
행 5238 | 도로명: 서울특별시 종로구 지봉로7길17-6 | 지번: 서울특별시 종로구 창신동 61 | 사유: 검색 결과 없음
행 5239 | 도로명: 서울특별시 종로구 지봉로7길18 | 지번: 서울특별시 종로구 창신동 74-1 | 사유: 검색 결과 없음
행 5240 | 도로명: 서울특별시 종로구 지봉로7길25-10 | 지번: 서울특별시 종로구 창신동 47-1 | 사유: 검색 결과 없음
행 5241 | 도로명: 서울특별시 종로구 지봉로7길25-5 | 지번: 서울특별시 종로구 창신동 47-5 | 사유: 검색 결과 없음
행 5242 | 도로명: 서울특별시 종로구 지봉로7길26 | 지번: 서울특별시 종로구 창신동 27-1 | 사유: 검색 결과 없음
행 5243 | 도로명: 서울특별시 종로구 지봉로7길27 | 지번: 서울특별시 종로구 창신동 74-1 | 사유: 검색 결과 없음
행 5244 | 도로명: 서울특별시 종로구 지봉로7길31-12 | 지번: 서울특별시 종로구 창신동 41-1 | 사유: 검색 결과 없음
행 5245 | 도로명: 서울특별시 종로구 지봉로7길31-3 | 지번: 서울특별시 종로구 창신동 41-2 | 사유: 검색 결과 없음
행 5246 | 도로명: 서울특별시 종로구 지봉로7길31-8 | 지번: 서울특별시 종로구 창신동 38-1 | 사유: 검색 결과 없음
행 5247 | 도로명: 서울특별시 종로구 지봉로8 | 지번: 서울특별시 종로구 창신동 401-48 | 사유: 검색 결과 없음
행 5248 | 도로명: 서울특별시 종로구 창신5길20-2 | 지번: 서울특별시 종로구 창신동 138-118 | 사유: 검색 결과 없음
행 5249 | 도로명: 서울특별시 종로구 창신5길22 | 지번: 서울특별시 종로구 창신동 138-34 | 사유: 검색 결과 없음
행 5250 | 도로명: 서울특별시 종로구 창신5길22 | 지번: 서울특별시 종로구 창신동 138-34 | 사유: 검색 결과 없음
행 5251 | 도로명: 서울특별시 종로구 창신5길36-6 | 지번: 서울특별시 종로구 창신동 138-49 | 사유: 검색 결과 없음
행 5252 | 도로명: 서울특별시 종로구 창신5길41-2 | 지번: 서울특별시 종로구 창신동 131-122 | 사유: 검색 결과 없음
행 5253 | 도로명: 서울특별시 종로구 창신5길42 | 지번: 서울특별시 종로구 창신동 137 | 사유: 검색 결과 없음
행 5254 | 도로명: 서울특별시 종로구 창신5길44 | 지번: 서울특별시 종로구 창신동 137 | 사유: 검색 결과 없음
행 5255 | 도로명: 서울특별시 종로구 창신5길46-2 | 지번: 서울특별시 종로구 창신동 226-75 | 사유: 검색 결과 없음
행 5256 | 도로명: 서울특별시 종로구 창신5길46-5 | 지번: 서울특별시 종로구 창신동 226-58 | 사유: 검색 결과 없음
행 5257 | 도로명: 서울특별시 종로구 창신5길48 | 지번: 서울특별시 종로구 창신동 226-13 | 사유: 검색 결과 없음
행 5258 | 도로명: 서울특별시 종로구 창신5길50 | 지번: 서울특별시 종로구 창신동 226-84 | 사유: 검색 결과 없음
행 5259 | 도로명: 서울특별시 종로구 창신5길54 | 지번: 서울특별시 종로구 창신동 226-35 | 사유: 검색 결과 없음
행 5260 | 도로명: 서울특별시 종로구 창신5길54-4 | 지번: 서울특별시 종로구 창신동 226-85 | 사유: 검색 결과 없음
행 5261 | 도로명: 서울특별시 종로구 창신5길54-6 | 지번: 서울특별시 종로구 창신동 226-32 | 사유: 검색 결과 없음
행 5262 | 도로명: 서울특별시 종로구 창신5길54-8 | 지번: 서울특별시 종로구 창신동 226-32 | 사유: 검색 결과 없음
행 5263 | 도로명: 서울특별시 종로구 창신5길56 | 지번: 서울특별시 종로구 창신동 226-8 | 사유: 검색 결과 없음
행 5264 | 도로명: 서울특별시 종로구 창신5길56-8 | 지번: 서울특별시 종로구 창신동 226-72 | 사유: 검색 결과 없음
행 5265 | 도로명: 서울특별시 종로구 창신5길59-2 | 지번: 서울특별시 종로구 창신동 130-1 | 사유: 검색 결과 없음
행 5266 | 도로명: 서울특별시 종로구 창신5길59-2 | 지번: 서울특별시 종로구 창신동 130-1 | 사유: 검색 결과 없음
행 5267 | 도로명: 서울특별시 종로구 창신5길59-6 | 지번: 서울특별시 종로구 창신동 130-39 | 사유: 검색 결과 없음
행 5268 | 도로명: 서울특별시 종로구 창신5길63 | 지번: 서울특별시 종로구 창신동 109 | 사유: 검색 결과 없음
행 5269 | 도로명: 서울특별시 종로구 창신5길70 | 지번: 서울특별시 종로구 창신동 107-1 | 사유: 검색 결과 없음
행 5270 | 도로명: 서울특별시 종로구 창신5길77 | 지번: 서울특별시 종로구 창신동 222-4 | 사유: 검색 결과 없음
행 5271 | 도로명: 서울특별시 종로구 창신5길81-5 | 지번: 서울특별시 종로구 창신동 103-5 | 사유: 검색 결과 없음
행 5272 | 도로명: 서울특별시 종로구 창신5길81-6 | 지번: 서울특별시 종로구 창신동 107-1 | 사유: 검색 결과 없음
행 5273 | 도로명: 서울특별시 종로구 창신5길89 | 지번: 서울특별시 종로구 창신동 84-3 | 사유: 검색 결과 없음
행 5274 | 도로명: 서울특별시 종로구 창신5다길26-13 | 지번: 서울특별시 종로구 창신동 130-25 | 사유: 검색 결과 없음
행 5275 | 도로명: 서울특별시 종로구 창신5다길26-14 | 지번: 서울특별시 종로구 창신동 130-12 | 사유: 검색 결과 없음
행 5276 | 도로명: 서울특별시 종로구 창신5다길26-14 | 지번: 서울특별시 종로구 창신동 130-12 | 사유: 검색 결과 없음
행 5277 | 도로명: 서울특별시 종로구 창신5다길26-14 | 지번: 서울특별시 종로구 창신동 130-12 | 사유: 검색 결과 없음
행 5278 | 도로명: 서울특별시 종로구 창신5다길26-19 | 지번: 서울특별시 종로구 창신동 130-21 | 사유: 검색 결과 없음
행 5279 | 도로명: 서울특별시 종로구 창신5다길26-24 | 지번: 서울특별시 종로구 창신동 130-19 | 사유: 검색 결과 없음
행 5280 | 도로명: 서울특별시 종로구 창신5다길26-28 | 지번: 서울특별시 종로구 창신동 130-35 | 사유: 검색 결과 없음
행 5281 | 도로명: 서울특별시 종로구 창신5다길26-6 | 지번: 서울특별시 종로구 창신동 130-56 | 사유: 검색 결과 없음
행 5282 | 도로명: 서울특별시 종로구 창신5라길1 | 지번: 서울특별시 종로구 창신동 107-1 | 사유: 검색 결과 없음
행 5283 | 도로명: 서울특별시 종로구 창신5라길10 | 지번: 서울특별시 종로구 창신동 140-10 | 사유: 검색 결과 없음
행 5284 | 도로명: 서울특별시 종로구 창신5라길19 | 지번: 서울특별시 종로구 창신동 138-81 | 사유: 검색 결과 없음
행 5285 | 도로명: 서울특별시 종로구 창신5라길20-11 | 지번: 서울특별시 종로구 창신동 138-51 | 사유: 검색 결과 없음
행 5286 | 도로명: 서울특별시 종로구 창신5라길20-2 | 지번: 서울특별시 종로구 창신동 138-49 | 사유: 검색 결과 없음
행 5287 | 도로명: 서울특별시 종로구 창신5라길20-6 | 지번: 서울특별시 종로구 창신동 138-65 | 사유: 검색 결과 없음
행 5288 | 도로명: 서울특별시 종로구 창신5라길23-2 | 지번: 서울특별시 종로구 창신동 138-85 | 사유: 검색 결과 없음
행 5289 | 도로명: 서울특별시 종로구 창신5라길23-4 | 지번: 서울특별시 종로구 창신동 138-83 | 사유: 검색 결과 없음
행 5290 | 도로명: 서울특별시 종로구 창신5라길26 | 지번: 서울특별시 종로구 창신동 138-49 | 사유: 검색 결과 없음
행 5291 | 도로명: 서울특별시 종로구 창신5라길28-1 | 지번: 서울특별시 종로구 창신동 226-62 | 사유: 검색 결과 없음
행 5292 | 도로명: 서울특별시 종로구 창신5라길3 | 지번: 서울특별시 종로구 창신동 107-1 | 사유: 검색 결과 없음
행 5293 | 도로명: 서울특별시 종로구 창신5라길30 | 지번: 서울특별시 종로구 창신동 226-75 | 사유: 검색 결과 없음
행 5294 | 도로명: 서울특별시 종로구 창신5라길33 | 지번: 서울특별시 종로구 창신동 226-23 | 사유: 검색 결과 없음
행 5295 | 도로명: 서울특별시 종로구 창신5라길33-1 | 지번: 서울특별시 종로구 창신동 226-26 | 사유: 검색 결과 없음
행 5296 | 도로명: 서울특별시 종로구 창신5라길34-3 | 지번: 서울특별시 종로구 창신동 226-52 | 사유: 검색 결과 없음
행 5297 | 도로명: 서울특별시 종로구 창신5라길34-6 | 지번: 서울특별시 종로구 창신동 226-60 | 사유: 검색 결과 없음
행 5298 | 도로명: 서울특별시 종로구 창신5라길36 | 지번: 서울특별시 종로구 창신동 226-32 | 사유: 검색 결과 없음
행 5299 | 도로명: 서울특별시 종로구 창신5라길41-4 | 지번: 서울특별시 종로구 창신동 226-54 | 사유: 검색 결과 없음
행 5300 | 도로명: 서울특별시 종로구 창신5마길 1 | 지번: 서울특별시 종로구 창신동 94-1 | 사유: 검색 결과 없음
행 5301 | 도로명: 서울특별시 종로구 창신5마길1 | 지번: 서울특별시 종로구 창신동 94-1 | 사유: 검색 결과 없음
행 5302 | 도로명: 서울특별시 종로구 창신5마길13 | 지번: 서울특별시 종로구 창신동 107-1 | 사유: 검색 결과 없음
행 5303 | 도로명: 서울특별시 종로구 창신5마길17 | 지번: 서울특별시 종로구 창신동 114-1 | 사유: 검색 결과 없음
행 5304 | 도로명: 서울특별시 종로구 창신5마길6 | 지번: 서울특별시 종로구 창신동 88 | 사유: 검색 결과 없음
행 5305 | 도로명: 서울특별시 종로구 창신5마길9 | 지번: 서울특별시 종로구 창신동 107-1 | 사유: 검색 결과 없음
행 5306 | 도로명: 서울특별시 종로구 창신6가길36 | 지번: 서울특별시 종로구 창신동 130-65 | 사유: 검색 결과 없음
행 5307 | 도로명: 서울특별시 종로구 창신6가길38 | 지번: 서울특별시 종로구 창신동 23-313 | 사유: 검색 결과 없음
행 5308 | 도로명: 서울특별시 종로구 청계천로291 | 지번: 서울특별시 종로구 창신동 436-66 | 사유: 검색 결과 없음
행 5309 | 도로명: 서울특별시 종로구 청계천로291 | 지번: 서울특별시 종로구 창신동 436-66 | 사유: 검색 결과 없음
행 5310 | 도로명: 서울특별시 종로구 청계천로307 | 지번: 서울특별시 종로구 창신동 436-66 | 사유: 검색 결과 없음
